ID,Name,Grad,Schule,Unterschule,Kategorie,Beschreibung,Alchemist,Antipaladin,Barde,Druide,Hexe,Hexenmeister,Inquisitor,Kampfmagus,Magier,Kleriker,Mystiker,Paktmagier,Paladin,Waldläufer,Blutwüter,Schamane,Jäger,Regelwerk,Seite
5339,"<a href=""http://prd.5footstep.de/Permalink?page_id=5339"" target=""_blank"">Entstellende Berührung</a>","Hexenmeister/Magier 2,Blutwüter 2,Hexe 2,Kleriker 2",Verwandlung,,Fluch,Ziel wird entstellt.,,,,,2,2,,,2,2,,,,,2,,,Ausbauregeln: Magie,214
5340,"<a href=""http://prd.5footstep.de/Permalink?page_id=5340"" target=""_blank"">Epidemie</a>","Druide 6,Hexenmeister/Magier 7,Jäger 6,Hexe 6,Kleriker 6",Nekromantie,,"Krankheit,Böses",Infiziere ein Ziel mit einer hochansteckenden Krankheit.,,,,6,6,7,,,7,6,,,,,,,6,Ausbauregeln: Magie,215
5341,"<a href=""http://prd.5footstep.de/Permalink?page_id=5341"" target=""_blank"">Erfrierung</a>","Kampfmagus 1,Blutwüter 1,Schamane 1,Hexe 1,Jäger 1,Druide 1",Verwandlung,,Kälte,Ziel erleidet Kälteschaden und ist erschöpft.,,,,1,1,,,1,,,,,,,1,1,1,Ausbauregeln: Magie,215
5342,"<a href=""http://prd.5footstep.de/Permalink?page_id=5342"" target=""_blank"">Erzwungene Stille</a>","Inquisitor 1,Hexenmeister/Magier 1,Barde 1,Hexe 1",Verwandlung,,Schall,Ziel kann keine lauten Geräusche machen.,,,1,,1,1,1,,1,,,,,,,,,Ausbauregeln: Magie,215
5343,"<a href=""http://prd.5footstep.de/Permalink?page_id=5343"" target=""_blank"">Externare quälen</a>","Hexenmeister/Magier 4,Paktmagier 3,Kleriker 3",Hervorrufung,,"Schmerz,Böses","Schmerz veranlasst ein Externar, dir zu gehorchen.",,,,,,4,,,4,3,,3,,,,,,Ausbauregeln: Magie,215
5344,"<a href=""http://prd.5footstep.de/Permalink?page_id=5344"" target=""_blank"">Mächtiges Falsches Leben</a>","Hexenmeister/Magier 4,Blutwüter 4,Schamane 4,Hexe 4,Alchemist 4",Nekromantie,,,Erhalte vorübergehend 2W10 TP +1/Stufe.,4,,,,4,4,,,4,,,,,,4,4,,Ausbauregeln: Magie,215
5345,"<a href=""http://prd.5footstep.de/Permalink?page_id=5345"" target=""_blank"">Fehlfunktion</a>",Hexenmeister/Magier 4,Verwandlung,,,Konstrukt verhält sich für 1 Runde/Stufe seltsam.,,,,,,4,,,4,,,,,,,,,Ausbauregeln: Magie,215
5346,"<a href=""http://prd.5footstep.de/Permalink?page_id=5346"" target=""_blank"">Fels- und Ascheregen</a>","Hexenmeister/Magier 4,Blutwüter 4,Jäger 4,Hexe 4,Druide 4",Hervorrufung,,Feuer,Heiße Felsen verursachen 5W6 Schaden.,,,,4,4,4,,,4,,,,,,4,,4,Ausbauregeln: Magie,215
5347,"<a href=""http://prd.5footstep.de/Permalink?page_id=5347"" target=""_blank"">Fleischwurmbefall</a>","Kleriker 4,Hexenmeister/Magier 4,Hexe 4,Inquisitor 4",Beschwörung,Herbeirufung,Böses,Würmer verursachen TP-Verlust und GE-Schaden.,,,,,4,4,4,,4,4,,,,,,,,Ausbauregeln: Magie,216
5348,"<a href=""http://prd.5footstep.de/Permalink?page_id=5348"" target=""_blank"">Mächtiger Fluch</a>","Hexenmeister/Magier 6,Schamane 5,Hexe 5,Kleriker 5",Nekromantie,,Fluch,"Wie Fluch, aber schwerer zu brechen.",,,,,5,6,,,6,5,,,,,,5,,Ausbauregeln: Magie,215
5349,"<a href=""http://prd.5footstep.de/Permalink?page_id=5349"" target=""_blank"">Fluch der Zauberplage</a>","Kleriker 5,Hexenmeister/Magier 4,Hexe 4,Inquisitor 4",Bannzauber,,Fluch,Ziel wird mit der Zauberplage	Zauberblockade infiziert.,,,,,4,4,4,,4,5,,,,,,,,Ausbauregeln: Magie,216
5350,"<a href=""http://prd.5footstep.de/Permalink?page_id=5350"" target=""_blank"">Fluch des Ekels</a>","Hexenmeister/Magier 5,Barde 3,Hexe 5",Verzauberung,Zwang,"Gefühl,Geistesbeeinflussung,Fluch","Ziel kränkelt, wenn es einen Auslöser sieht.",,,3,,5,5,,,5,,,,,,,,,Ausbauregeln: Magie,216
5351,"<a href=""http://prd.5footstep.de/Permalink?page_id=5351"" target=""_blank"">Flug der Riesenadler</a>","Jäger 6,Paktmagier 6,Druide 6",Beschwörung,Herbeizauberung,Gutes,Zaubere 1 Riesenadler/3 Stufen herbei.,,,,6,,,,,,,,6,,,,,6,Ausbauregeln: Magie,216
5352,"<a href=""http://prd.5footstep.de/Permalink?page_id=5352"" target=""_blank"">Froschkoloss herbeizaubern</a>",Druide 9,Beschwörung,Herbeizauberung,,Zaubere einen Froschkoloss herbei.,,,,9,,,,,,,,,,,,,,Ausbauregeln: Magie,216
5353,"<a href=""http://prd.5footstep.de/Permalink?page_id=5353"" target=""_blank"">Froschschwarm herbeizaubern</a>","Paktmagier 3,Druide 3,Hexenmeister/Magier 3,Barde 3,Schamane 4,Hexe 3,Jäger 3",Beschwörung,Herbeizauberung,,Zaubere einen Schwarm giftiger Frösche herbei.,,,3,3,3,3,,,3,,,3,,,,4,3,Ausbauregeln: Magie,216
5354,"<a href=""http://prd.5footstep.de/Permalink?page_id=5354"" target=""_blank"">Furchtbarer Schmerz</a>","Hexenmeister/Magier 3,Blutwüter 3,Hexe 3,Inquisitor 2",Nekromantie,,"Schmerz,Tod",Entsetzliche Schmerzen behindern die Aktionen des Zieles.,,,,,3,3,2,,3,,,,,,3,,,Ausbauregeln: Magie,216
5355,"<a href=""http://prd.5footstep.de/Permalink?page_id=5355"" target=""_blank"">Gebrechen unterdrücken</a>","Inquisitor 2,Kleriker 2",Bannzauber,,,Unterdrücke vorübergehend einen Zustand.,,,,,,,2,,,2,,,,,,,,Ausbauregeln: Magie,217
5356,"<a href=""http://prd.5footstep.de/Permalink?page_id=5356"" target=""_blank"">Gefahrensinn</a>","Waldläufer 1,Hexenmeister/Magier 1,Jäger 1,Barde 1,Alchemist 1",Erkenntnis,,,Ziel erhält Bonus auf einen Initiativewurf.,1,,1,,,1,,,1,,,,,1,,,1,Ausbauregeln: Magie,217
5357,"<a href=""http://prd.5footstep.de/Permalink?page_id=5357"" target=""_blank"">Gefäß des Mystikers</a>",Kleriker 4,Verwandlung,,,(nur Mystiker) Ziel erhält die Vorzüge deines Mystikerfluches.,,,,,,,,,,4,,,,,,,,Ausbauregeln: Magie,218
5358,"<a href=""http://prd.5footstep.de/Permalink?page_id=5358"" target=""_blank"">Gegenstand kontrollieren</a>","Hexe 5,Hexenmeister/Magier 5",Nekromantie,,,Ergreife Besitz von einem Gegenstand und belebe ihn.,,,,,5,5,,,5,,,,,,,,,Ausbauregeln: Magie,218
5359,"<a href=""http://prd.5footstep.de/Permalink?page_id=5359"" target=""_blank"">Geisterhafte Verkleidung</a>","Inquisitor 2,Alchemist 2,Hexenmeister/Magier 2,Barde 2,Hexe 2",Illusion,Fehlgefühl,,Du siehst wie dein eigener Geist aus.,2,,2,,2,2,2,,2,,,,,,,,,Ausbauregeln: Magie,218
5360,"<a href=""http://prd.5footstep.de/Permalink?page_id=5360"" target=""_blank"">Geisterhaftes Instrument</a>",Barde 3,Illusion,Schattenzauber,Schatten,Instrument hält Bardenauftritt aufrecht.,,,3,,,,,,,,,,,,,,,Ausbauregeln: Magie,218
5361,"<a href=""http://prd.5footstep.de/Permalink?page_id=5361"" target=""_blank"">Geschoss des Bösen</a>",Kleriker 2,Hervorrufung,,Böses,Verletze gute Kreaturen und lasse sie eventuell kränkeln.,,,,,,,,,,2,,,,,,,,Ausbauregeln: Magie,218
5362,"<a href=""http://prd.5footstep.de/Permalink?page_id=5362"" target=""_blank"">Gesteigerte Aufmerksamkeit</a>","Alchemist 2,Waldläufer 2,Jäger 2,Barde 2,Inquisitor 2",Verwandlung,,,Ziel erhält Bonus bei Würfen auf Wahrnehmung.,2,,2,,,,2,,,,,,,2,,,2,Ausbauregeln: Magie,218
5363,"<a href=""http://prd.5footstep.de/Permalink?page_id=5363"" target=""_blank"">Geteilte Erinnerung</a>","Hexenmeister/Magier 2,Barde 2,Hexe 2",Erkenntnis,,,Teile eine Erinnerung mit dem Ziel.,,,2,,2,2,,,2,,,,,,,,,Ausbauregeln: Magie,218
5364,"<a href=""http://prd.5footstep.de/Permalink?page_id=5364"" target=""_blank"">Gift spucken</a>","Druide 3,Schamane 4,Jäger 3,Hexe 3,Kleriker 4",Verwandlung,,Gift,Spucke blendendes Schwarzviperngift.,,,,3,3,,,,,4,,,,,,4,3,Ausbauregeln: Magie,219
5365,"<a href=""http://prd.5footstep.de/Permalink?page_id=5365"" target=""_blank"">Giftanfälligkeit</a>","Antipaladin 2,Hexenmeister/Magier 2,Jäger 2,Hexe 2,Druide 2",Nekromantie,,Gift,Ziel erleidet einen Malus von -4 gegen Gift.,,2,,2,2,2,,,2,,,,,,,,2,Ausbauregeln: Magie,219
5366,"<a href=""http://prd.5footstep.de/Permalink?page_id=5366"" target=""_blank"">Göttliche Jagd</a>",Inquisitor 5,Verwandlung,,,Erhalte eine Bewegungsart deiner Beute.,,,,,,,5,,,,,,,,,,,Ausbauregeln: Magie,219
5367,"<a href=""http://prd.5footstep.de/Permalink?page_id=5367"" target=""_blank"">Graben</a>","Waldläufer 3,Hexenmeister/Magier 3,Blutwüter 3,Druide 3,Jäger 3,Alchemist 3",Verwandlung,,,"Ziel erhält Bewegungsrate Graben 4,50 m.",3,,,3,,3,,,3,,,,,3,3,,3,Ausbauregeln: Magie,219
5368,"<a href=""http://prd.5footstep.de/Permalink?page_id=5368"" target=""_blank"">Halbebene erschaffen</a>","Kleriker 8,Hexenmeister/Magier 8,Hexe 8,Paktmagier 6",Beschwörung,Erschaffung,,"Wie Kleine Halbebene erschaffen, aber größer und mit planaren Eigenschaften.",,,,,8,8,,,8,8,,6,,,,,,Ausbauregeln: Magie,219
5369,"<a href=""http://prd.5footstep.de/Permalink?page_id=5369"" target=""_blank"">Große Halbebene erschaffen</a>","Hexenmeister/Magier 9,Hexe 9,Kleriker 9",Beschwörung,Erschaffung,,"Wie Halbebene erschaffen, aber mit mehr planaren Eigenschaften.",,,,,9,9,,,9,9,,,,,,,,Ausbauregeln: Magie,220
5370,"<a href=""http://prd.5footstep.de/Permalink?page_id=5370"" target=""_blank"">Kleine Halbebene erschaffen</a>","Kleriker 7,Hexenmeister/Magier 7,Hexe 7,Paktmagier 5",Beschwörung,Erschaffung,,Erschaffe deine eigene Halbebene.,,,,,7,7,,,7,7,,5,,,,,,Ausbauregeln: Magie,220
5371,"<a href=""http://prd.5footstep.de/Permalink?page_id=5371"" target=""_blank"">Handlung untersagen</a>","Inquisitor 1,Kleriker 1",Verzauberung,Zwang,"Geistesbeeinflussung,Sprachabhängig","Ziel gehorcht deinem Befehl, nichts zu tun.",,,,,,,1,,,1,,,,,,,,Ausbauregeln: Magie,221
5372,"<a href=""http://prd.5footstep.de/Permalink?page_id=5372"" target=""_blank"">Mächtiges Handlung untersagen</a>","Inquisitor 5,Kleriker 5",Verzauberung,Zwang,"Geistesbeeinflussung,Sprachabhängig","Wie Handlung untersagen, aber 1 Kreatur/Stufe.",,,,,,,5,,,5,,,,,,,,Ausbauregeln: Magie,221
5373,"<a href=""http://prd.5footstep.de/Permalink?page_id=5373"" target=""_blank"">Heiliger Schild</a>",Paladin 2,Bannzauber,,,Verleihe den Schutz deines Schildes einem anderen.,,,,,,,,,,,,,2,,,,,Ausbauregeln: Magie,221
5374,"<a href=""http://prd.5footstep.de/Permalink?page_id=5374"" target=""_blank"">Heiliges Eis</a>",Kleriker 5,Verwandlung,,"Kälte,Wasser,Gutes",Erschaffe Mauer oder Wurfspeere aus gefrorenem Weihwasser.,,,,,,,,,,5,,,,,,,,Ausbauregeln: Magie,222
5375,"<a href=""http://prd.5footstep.de/Permalink?page_id=5375"" target=""_blank"">Herbeigezauberte Kreatur kontrollieren</a>","Kleriker 4,Hexenmeister/Magier 4,Barde 3,Paktmagier 3",Verzauberung,Zwang,Geistesbeeinflussung,"Befehlige eine herbeigezauberte Kreatur, als hättest du sie herbeigezaubert.",,,3,,,4,,,4,4,,3,,,,,,Ausbauregeln: Magie,222
5376,"<a href=""http://prd.5footstep.de/Permalink?page_id=5376"" target=""_blank"">Höllische Vision</a>","Kleriker 3,Hexenmeister/Magier 3,Blutwüter 3,Barde 3,Hexe 3",Illusion,Fehlgefühl,"Furcht,Böses",Illusion einer Höllenlandschaft erschüttert Kreaturen.,,,3,,3,3,,,3,3,,,,,3,,,Ausbauregeln: Magie,222
5377,"<a href=""http://prd.5footstep.de/Permalink?page_id=5377"" target=""_blank"">Hölzerne Phalanx</a>","Kleriker 9,Hexenmeister/Magier 9",Beschwörung,Erschaffung,,"Erschafft vorübergehend 1W4+2 Holzgolems, die für dich kämpfen.",,,,,,9,,,9,9,,,,,,,,Ausbauregeln: Magie,222
5378,"<a href=""http://prd.5footstep.de/Permalink?page_id=5378"" target=""_blank"">Holzhammer</a>","Druide 4,Jäger 4",Verwandlung,,,Baumzweige greifen Gegner an.,,,,4,,,,,,,,,,,,,4,Ausbauregeln: Magie,222
5379,"<a href=""http://prd.5footstep.de/Permalink?page_id=5379"" target=""_blank"">Innere Ruhe</a>","Hexenmeister/Magier 6,Barde 4,Kleriker 5",Verzauberung,Zwang,"Gefühl,Geistesbeeinflussung","Friedliche Gefühle verletzen jene, die Gewalt anwenden wollen.",,,4,,,6,,,6,5,,,,,,,,Ausbauregeln: Magie,223
5380,"<a href=""http://prd.5footstep.de/Permalink?page_id=5380"" target=""_blank"">Instrument spielen</a>",Barde 1,Erkenntnis,,,"Spiele auf einem Instrument, als hättest du es geübt.",,,1,,,,,,,,,,,,,,,Ausbauregeln: Magie,223
5381,"<a href=""http://prd.5footstep.de/Permalink?page_id=5381"" target=""_blank"">Interplanetares Teleportieren</a>","Kleriker 9,Hexenmeister/Magier 9",Beschwörung,Teleportation,,Teleportiere zu einem anderen Planeten.,,,,,,9,,,9,9,,,,,,,,Ausbauregeln: Magie,223
5382,"<a href=""http://prd.5footstep.de/Permalink?page_id=5382"" target=""_blank"">Jagdhorn</a>","Waldläufer 1,Paladin 1,Jäger 1,Barde 1,Inquisitor 1",Hervorrufung,,Schall,"Erzeuge drei Noten, die man kilometerweit hören kann.",,,1,,,,1,,,,,,1,1,,,1,Ausbauregeln: Magie,223
5383,"<a href=""http://prd.5footstep.de/Permalink?page_id=5383"" target=""_blank"">Jugendliche Erscheinung</a>","Alchemist 1,Hexenmeister/Magier 1,Barde 1,Hexe 1",Verwandlung,Gestaltwechsel,,Ziel sieht jünger aus.,1,,1,,1,1,,,1,,,,,,,,,Ausbauregeln: Magie,223
5384,"<a href=""http://prd.5footstep.de/Permalink?page_id=5384"" target=""_blank"">Kalter Hauch</a>","Hexenmeister/Magier 2,Blutwüter 2,Jäger 2,Druide 2,Kampfmagus 2",Hervorrufung,,Kälte,Ziel erleidet Kälteschaden und ist wankend.,,,,2,,2,,2,2,,,,,,2,,2,Ausbauregeln: Magie,223
5385,"<a href=""http://prd.5footstep.de/Permalink?page_id=5385"" target=""_blank"">Kichernder Totenschädel</a>",Hexe 3,Illusion,Fehlgefühl,,"Schädel fungiert als Magischer Mund, Zuhörer werden erschüttert.",,,,,3,,,,,,,,,,,,,Ausbauregeln: Magie,224
5386,"<a href=""http://prd.5footstep.de/Permalink?page_id=5386"" target=""_blank"">Kind der Wellen</a>","Druide 4,Hexenmeister/Magier 4,Blutwüter 4,Hexe 4,Schamane 4,Kleriker 4,Jäger 4",Verwandlung,,Wasser,Ziel kann Wasser atmen und schwimmen.,,,,4,4,4,,,4,4,,,,,4,4,4,Ausbauregeln: Magie,224
5387,"<a href=""http://prd.5footstep.de/Permalink?page_id=5387"" target=""_blank"">Ki-Pfeil</a>","Hexenmeister/Magier 1,Barde 1,Hexe 1",Beschwörung,,,Pfeil verursacht so viel Schaden wie dein unbewaffneter Angriff.,,,1,,1,1,,,1,,,,,,,,,Ausbauregeln: Magie,224
5388,"<a href=""http://prd.5footstep.de/Permalink?page_id=5388"" target=""_blank"">Ki-Raub</a>","Hexenmeister/Magier 3,Hexe 3,Kleriker 3",Nekromantie,,Böses,Erhöhe deinen Ki-Vorrat durch kritische Treffer.,,,,,3,3,,,3,3,,,,,,,,Ausbauregeln: Magie,224
5389,"<a href=""http://prd.5footstep.de/Permalink?page_id=5389"" target=""_blank"">Ki-Schrei</a>","Barde 5,Hexenmeister/Magier 7",Hervorrufung,,Schall,Ziel erleidet 1W6 Schallschaden/Stufe und ist betäubt.,,,5,,,7,,,7,,,,,,,,,Ausbauregeln: Magie,224
5390,"<a href=""http://prd.5footstep.de/Permalink?page_id=5390"" target=""_blank"">Kleinen Verbündeten herbeizaubern</a>","Jäger 1,Druide 1,Waldläufer 1",Beschwörung,Herbeizauberung,,Zaubere 1W3 sehr kleine Tiere herbei.,,,,1,,,,,,,,,,1,,,1,Ausbauregeln: Magie,224
5391,"<a href=""http://prd.5footstep.de/Permalink?page_id=5391"" target=""_blank"">Kleines Monster herbeizaubern</a>","Paktmagier 1,Kleriker 1,Antipaladin 1,Barde 1,Hexenmeister/Magier 1,Hexe 1",Beschwörung,Herbeizauberung,,Zaubere 1W3 sehr kleine Monster herbei.,,1,1,,1,1,,,1,1,,1,,,,,,Ausbauregeln: Magie,224
5392,"<a href=""http://prd.5footstep.de/Permalink?page_id=5392"" target=""_blank"">Klinge des finsteren Triumphes</a>",Antipaladin 3,Verwandlung,,Böses,Gebundene Waffe erhält Geisterhafte Berührung.,,3,,,,,,,,,,,,,,,,Ausbauregeln: Magie,225
5393,"<a href=""http://prd.5footstep.de/Permalink?page_id=5393"" target=""_blank"">Klinge des strahlenden Sieges</a>",Paladin 3,Verwandlung,,Gutes,Gebundene Waffe erhält die Eigenschaft Geisterhafte Berührung.,,,,,,,,,,,,,3,,,,,Ausbauregeln: Magie,225
5394,"<a href=""http://prd.5footstep.de/Permalink?page_id=5394"" target=""_blank"">Kochendes Blut</a>","Kleriker 2,Hexenmeister/Magier 2,Blutwüter 2,Barde 2,Hexe 2",Verwandlung,,,Ziel erleidet Feuerschaden; Orks erhalten Bonus von +2 auf Stärke.,,,2,,2,2,,,2,2,,,,,2,,,Ausbauregeln: Magie,225
5395,"<a href=""http://prd.5footstep.de/Permalink?page_id=5395"" target=""_blank"">Konstrukt beruhigen</a>","Kleriker 4,Hexenmeister/Magier 5",Bannzauber,,,"Senke die Chance, dass ein Konstrukt in Raserei verfällt.",,,,,,5,,,5,4,,,,,,,,Ausbauregeln: Magie,225
5396,"<a href=""http://prd.5footstep.de/Permalink?page_id=5396"" target=""_blank"">Konstrukt herbeizaubern</a>","Kleriker 8,Hexenmeister/Magier 8",Beschwörung,Teleportation,,Zaubere dein Konstrukt herbei.,,,,,,8,,,8,8,,,,,,,,Ausbauregeln: Magie,225
5397,"<a href=""http://prd.5footstep.de/Permalink?page_id=5397"" target=""_blank"">Konstrukt kontrollieren</a>",Hexenmeister/Magier 7,Verwandlung,,,Übernimm die Kontrolle über ein Konstrukt.,,,,,,7,,,7,,,,,,,,,Ausbauregeln: Magie,225
5398,"<a href=""http://prd.5footstep.de/Permalink?page_id=5398"" target=""_blank"">Kränkelnder Strahl</a>","Kleriker 1,Druide 1,Hexenmeister/Magier 1,Hexe 1,Blutwüter 1,Paktmagier 1,Jäger 1",Nekromantie,,,Strahl lässt Ziel kränkeln.,,,,1,1,1,,,1,1,,1,,,1,,1,Ausbauregeln: Magie,225
5399,"<a href=""http://prd.5footstep.de/Permalink?page_id=5399"" target=""_blank"">Krankheit erkennen</a>","Druide 1,Waldläufer 1,Paladin 1,Hexe 1,Jäger 1,Kleriker 1",Erkenntnis,,,Entdecke und identifiziere Krankheiten.,,,,1,1,,,,,1,,,1,1,,,1,Ausbauregeln: Magie,225
5400,"<a href=""http://prd.5footstep.de/Permalink?page_id=5400"" target=""_blank"">Kugel der Leere</a>","Kleriker 8,Hexenmeister/Magier 8",Nekromantie,,,Sphäre verursacht negative Stufen.,,,,,,8,,,8,8,,,,,,,,Ausbauregeln: Magie,226
5401,"<a href=""http://prd.5footstep.de/Permalink?page_id=5401"" target=""_blank"">Lehren des Blutes</a>","Kampfmagus 2,Hexenmeister/Magier 2,Hexe 2,Alchemist 2",Erkenntnis,,Böses,Erlerne einen Zauber aus dem Blut des Gegners (nur Magier).,2,,,,2,2,,2,2,,,,,,,,,Ausbauregeln: Magie,227
5402,"<a href=""http://prd.5footstep.de/Permalink?page_id=5402"" target=""_blank"">Leiche kompostieren</a>","Druide 1,Hexenmeister/Magier 1,Jäger 1,Hexe 1,Kleriker 1",Nekromantie,,,Verwandle Leiche in blankes Skelett.,,,,1,1,1,,,1,1,,,,,,,1,Ausbauregeln: Magie,227
5403,"<a href=""http://prd.5footstep.de/Permalink?page_id=5403"" target=""_blank"">Leiche segnen</a>","Kleriker 1,Paladin 1,Hexe 1,Inquisitor 1",Hervorrufung,,Gutes,"Verhindere, dass eine Leiche als Untoter wiederaufersteht.",,,,,1,,1,,,1,,,1,,,,,Ausbauregeln: Magie,227
5404,"<a href=""http://prd.5footstep.de/Permalink?page_id=5404"" target=""_blank"">Leiche wiederherstellen</a>","Druide 1,Hexenmeister/Magier 1,Jäger 1,Hexe 1,Kleriker 1",Nekromantie,,,Skelettierter Leiche wächst Fleisch nach.,,,,1,1,1,,,1,1,,,,,,,1,Ausbauregeln: Magie,227
5405,"<a href=""http://prd.5footstep.de/Permalink?page_id=5405"" target=""_blank"">Meisterarbeit</a>","Kleriker 2,Druide 2,Hexenmeister/Magier 2,Barde 2,Jäger 2,Hexe 2",Verwandlung,,,Verwandelt einen normalen Gegenstand in eine Meisterarbeit.,,,2,2,2,2,,,2,2,,,,,,,2,Ausbauregeln: Magie,227
5406,"<a href=""http://prd.5footstep.de/Permalink?page_id=5406"" target=""_blank"">Meisterhafter Auftritt</a>",Barde 4,Verwandlung,,,"Beginne einen zweiten Bardenauftritt, während du den ersten aufrechterhältst.",,,4,,,,,,,,,,,,,,,Ausbauregeln: Magie,227
5407,"<a href=""http://prd.5footstep.de/Permalink?page_id=5407"" target=""_blank"">Mitfühlender Verbündeter</a>","Hexenmeister/Magier 2,Barde 2,Kleriker 2",Verzauberung,Zwang,"Gefühl,Geistesbeeinflussung","Ziel wird gezwungen, einem verwundeten Verbündeten zu helfen.",,,2,,,2,,,2,2,,,,,,,,Ausbauregeln: Magie,227
5408,"<a href=""http://prd.5footstep.de/Permalink?page_id=5408"" target=""_blank"">Mitleid</a>","Hexenmeister/Magier 2,Barde 2,Hexe 2",Bannzauber,,"Geistesbeeinflussung,Gefühl",Gegner können eine Mitleid erregende Kreatur nicht angreifen.,,,2,,2,2,,,2,,,,,,,,,Ausbauregeln: Magie,228
5409,"<a href=""http://prd.5footstep.de/Permalink?page_id=5409"" target=""_blank"">Mondschatten</a>","Hexenmeister/Magier 7,Hexe 7,Kleriker 7",Illusion,Schattenzauber,"Schatten,Dunkelheit",Banne Licht und verwandle Lykanthropen zurück.,,,,,7,7,,,7,7,,,,,,,,Ausbauregeln: Magie,228
5411,"<a href=""http://prd.5footstep.de/Permalink?page_id=5411"" target=""_blank"">Monstergestalt I</a>","Hexenmeister/Magier 3,Blutwüter 3,Alchemist 3,Kampfmagus 3",Verwandlung,Gestaltwechsel,,Nimm die Gestalt und einige Kräfte eines kleinen oder mittelgroßen monströsen Humanoiden an.,3,,,,,3,,3,3,,,,,,3,,,Ausbauregeln: Magie,228
5412,"<a href=""http://prd.5footstep.de/Permalink?page_id=5412"" target=""_blank"">Monstergestalt II</a>","Hexenmeister/Magier 4,Blutwüter 4,Alchemist 4,Kampfmagus 4",Verwandlung,Gestaltwechsel,,Nimm die Gestalt und einige Kräfte eines sehr kleinen oder großen monströsen Humanoiden an.,4,,,,,4,,4,4,,,,,,4,,,Ausbauregeln: Magie,228
5413,"<a href=""http://prd.5footstep.de/Permalink?page_id=5413"" target=""_blank"">Monstergestalt III</a>","Hexenmeister/Magier 5,Alchemist 5,Kampfmagus 5",Verwandlung,Gestaltwechsel,,Nimm die Gestalt und einige Kräfte eines winzigen oder riesigen monströsen Humanoiden an.,5,,,,,5,,5,5,,,,,,,,,Ausbauregeln: Magie,228
5414,"<a href=""http://prd.5footstep.de/Permalink?page_id=5414"" target=""_blank"">Monstergestalt IV</a>","Hexenmeister/Magier 6,Alchemist 6,Kampfmagus 6",Verwandlung,Gestaltwechsel,,"Wie Monstergestalt III, aber mit mehr Fähigkeiten.",6,,,,,6,,6,6,,,,,,,,,Ausbauregeln: Magie,229
5423,"<a href=""http://prd.5footstep.de/Permalink?page_id=5423"" target=""_blank"">Mörderischer Befehl</a>","Kleriker 1,Antipaladin 1",Verzauberung,Zwang,Geistesbeeinflussung,"Ziel wird gezwungen, einen Verbündeten zu töten.",,1,,,,,,,,1,,,,,,,,Ausbauregeln: Magie,229
5424,"<a href=""http://prd.5footstep.de/Permalink?page_id=5424"" target=""_blank"">Nesselexplosion</a>","Druide 3,Jäger 3",Beschwörung,,Säure,Explosion verursacht 3W6 Schaden und 1W6 Säureschaden.,,,,3,,,,,,,,,,,,,3,Ausbauregeln: Magie,229
5425,"<a href=""http://prd.5footstep.de/Permalink?page_id=5425"" target=""_blank"">Ohrenbetäubender Schrei</a>","Inquisitor 1,Hexenmeister/Magier 1,Blutwüter 1,Barde 1,Hexe 1",Hervorrufung,,Schall,Verursache Schallschaden und mache das Ziel benommen.,,,1,,1,1,1,,1,,,,,,1,,,Ausbauregeln: Magie,229
5426,"<a href=""http://prd.5footstep.de/Permalink?page_id=5426"" target=""_blank"">Pfeil der Ordnung</a>","Kleriker 2,Paladin 2",Hervorrufung,,Ordnung,Verletze chaotische Kreaturen und mache sie eventuell benommen.,,,,,,,,,,2,,,2,,,,,Ausbauregeln: Magie,229
5427,"<a href=""http://prd.5footstep.de/Permalink?page_id=5427"" target=""_blank"">Pfusch</a>","Hexe 1,Hexenmeister/Magier 1",Verzauberung,Zwang,,Ziel erleidet einen Malus von -20 bei seinem nächsten Angriffswurf oder Wurf.,,,,,1,1,,,1,,,,,,,,,Ausbauregeln: Magie,229
